Tag,No.Economico,Fecha,Hora,Caseta,Carril,Clase,Importe,Fecha Aplicacion,Hora Aplicacion,Consecar
IMDM30057670..,TR-238,08/01/2025,11:57:04,RAYON,RAMAL RAYON 21 B,1,$198.00,08/01/2025,12:00:00,35728428
IMDM24209297..,67,08/01/2025,11:55:09,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$618.00,08/01/2025,12:00:00,35728428
IMDM27492878..,HH233,08/01/2025,11:51:33,JIMENEZ,JIMENEZ 1,5,$117.00,08/01/2025,12:00:00,35728428
IMDM30057653..,HH-257,08/01/2025,11:51:22,S.MARTIN PUE.,S.MARTIN PUE. 27,5,$225.00,08/01/2025,12:00:00,35728428
IMDM27383497..,HH220,08/01/2025,11:51:14,JIMENEZ,JIMENEZ 2,5,$117.00,08/01/2025,12:00:00,35728428
IMDM27383507..,TR-212,08/01/2025,11:51:14,LEON,LEON 6,5,$388.00,08/01/2025,12:00:00,35728428
IMDM27492870..,TR281,08/01/2025,11:51:10,JIMENEZ,JIMENEZ 1,5,$117.00,08/01/2025,12:00:00,35728428
IMDM30057665..,HH-253,08/01/2025,11:48:12,PALMILLAS BIS,PALMILLAS BIS 14,5,$416.00,08/01/2025,12:00:00,35728428
IMDM24209297..,67,08/01/2025,11:46:57,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$91.00,08/01/2025,12:00:00,35728428
IMDM27383487..,TR113,08/01/2025,11:46:55,APODACA,APODACA 11,5,$202.00,08/01/2025,12:00:00,35726797
IMDM30057681..,HH240,08/01/2025,11:46:13,TEPATITLAN,TEPATITLAN 6,5,$602.00,08/01/2025,12:00:00,35728428
IMDM22392739..,54AN3R,08/01/2025,11:43:30,SIERVO DE LA NACIÓN,C.E.M.-REMEDIOS,1,$58.00,08/01/2025,12:00:00,35728428
IMDM30057653..,HH-257,08/01/2025,11:43,SAN MARTIN TEXMELUCAN,MARTIN TEXMELUCAN 1,5,$1290.00,08/01/2025,12:00:00,35728428
IMDM27058346..,TR137,08/01/2025,11:41:57,LEON,C. ABASTOS AMPL. 14,5,$80.00,08/01/2025,12:00:00,35728428
IMDM21628786..,HC 13 PROVI   ,08/01/2025,11:39:56,CTO. EXT. MEXIQUENSE,JOROBAS,1,$155.00,08/01/2025,12:00:00,35728428
IMDM27058332..,108,08/01/2025,11:39:02,TEPOTZOTLAN,TEPOTZOTLAN 2,9,$640.00,08/01/2025,12:00:00,35728428
IMDM27291902..,TR 185,08/01/2025,11:38:35,PALMILLAS,PALMILLAS 4,5,$416.00,08/01/2025,12:00:00,35728428
IMDM27383475..,TR-211,08/01/2025,11:38:32,TORREON,TORREON 6,5,$253.00,08/01/2025,12:00:00,35728428
IMDM22392739..,54AN3R,08/01/2025,11:38:02,CTO. EXT. MEXIQUENSE,HANK GONZALEZ,1,$20.00,08/01/2025,12:00:00,35728428
IMDM27113082..,HH 125,08/01/2025,11:36:15,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$172.00,08/01/2025,12:00:00,35728428
IMDM27291911..,TR145,08/01/2025,11:35:43,LIB. PNTE. TAMPICO,LIB. TAMPICO 1,5,$110.00,08/01/2025,12:00:00,35728428
IMDM30057651..,HH-269,08/01/2025,11:32:34,TULANCINGO,TULANCINGO 3,5,$315.00,08/01/2025,12:00:00,35728428
IMDM27383507..,TR-212,08/01/2025,11:31:04,PUERTO INTERIOR,PUERTO INTERIOR 7,9,$355.00,08/01/2025,12:00:00,35728428
IMDM27383517..,HH65,08/01/2025,11:30:20,CHICHIMECO,CHICHIMECO 13,1,$232.00,09/01/2025,12:00:00,35772446
IMDM22392739..,54AN3R,08/01/2025,11:29:02,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$109.00,08/01/2025,12:00:00,35728428
IMDM27113059..,TR152,08/01/2025,11:24:52,LIB. SUR PTE. QRO,LIB SUR PTE QRO 8,6,$459.00,08/01/2025,12:00:00,35728428
IMDM27058337..,38,08/01/2025,11:23:25,PUERTO INTERIOR,PUERTO INTERIOR 2,9,$355.00,08/01/2025,12:00:00,35728428
IMDM27383489..,TR 237,08/01/2025,11:23:24,LAGOS DE MORENO,LAGOS DE MORENO 6,9,$532.00,08/01/2025,12:00:00,35728428
IMDM30057654..,HH-259,08/01/2025,11:23:22,MALPASITO,MALPASITO 4,5,$228.00,08/01/2025,12:00:00,35728428
IMDM27383475..,TR-211,08/01/2025,11:21:30,OJO CALIENTE I,OJO CALIENTE I 2BIS,5,$211.00,08/01/2025,12:00:00,35728428
IMDM27113055..,TR-162,08/01/2025,11:20:52,ATLACOMULCO-BANOBRAS,ATLACOMULCO-BANOB 1,9,$260.00,08/01/2025,12:00:00,35728428
IMDM30057677..,HH 245,08/01/2025,11:20,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 6,5,$394.00,08/01/2025,12:00:00,35728428
IMDM30057666..,HH-250,08/01/2025,11:19:28,ACAYUCAN (SAYULA),ACAYUCAN 7,5,$468.00,08/01/2025,12:00:00,35728428
IMDM27113047..,TR145,08/01/2025,11:18:43,LAGOS DE MORENO,LAGOS DE MORENO 6,1,$65.00,08/01/2025,12:00:00,35728428
IMDM30057664..,HH-252,08/01/2025,11:18:18,APASEO EL GRANDE,PALMILLAS-APASEO GDE,5,$601.00,08/01/2025,12:00:00,35728428
IMDM27058349..,HH132,08/01/2025,11:17:03,ARMERIA VIAPASS,Armeria-Manzanillo,1,$997.00,08/01/2025,12:00:00,35728428
IMDM27291937..,HH156,08/01/2025,11:15:17,AMOZOC-PEROTE,T3-CANTONA,1,$518.00,08/01/2025,12:00:00,35728428
IMDM24206642..,91,08/01/2025,11:07:45,SANCTORUM,SANCTURUM 1,5,$315.00,08/01/2025,12:00:00,35728428
IMDM27113039..,HH 134,08/01/2025,11:07:35,PUERTO INTERIOR,PUERTO INTERIOR 3,9,$355.00,08/01/2025,12:00:00,35728428
IMDM30057668..,HH-251,08/01/2025,11:04:58,CTO. EXT. MEXIQUENSE,JOROBAS,1,$575.00,08/01/2025,12:00:00,35728428
IMDM27113082..,HH 125,08/01/2025,11:03:44,AMOZOC-PEROTE,T3-CANTONA,1,$365.00,08/01/2025,12:00:00,35728428
IMDM22392739..,54AN3R,08/01/2025,11:01:19,CTO. EXT. MEXIQUENSE,HUEHUETOCA,1,$84.00,08/01/2025,12:00:00,35728428
IMDM27383472..,TR201,08/01/2025,11:00:59,SAN MARCOS II,SAN MARCOS II 1,4,$285.00,08/01/2025,12:00:00,35728428
IMDM27383498..,HH221,08/01/2025,11:00:35,TEHUACAN,TEHUACAN 7,5,$146.00,08/01/2025,12:00:00,35728428
IMDM27058337..,38,08/01/2025,10:59:23,LEON,LEON 1,9,$461.00,08/01/2025,12:00:00,35728428
IMDM27383507..,TR-212,08/01/2025,10:58:37,ARANDAS,ARANDAS 3,1,$171.00,08/01/2025,12:00:00,35728428
IMDM30057662..,HH261,08/01/2025,10:57:41,APODACA,APODACA 12,5,$202.00,08/01/2025,12:00:00,35726797
IMDM27383475..,TR-211,08/01/2025,10:55:04,PERIFERICO,PERIFERICO 7 BIS,5,$308.00,08/01/2025,12:00:00,35728428
IMDM27113055..,TR-162,08/01/2025,10:48:59,CONTEPEC,CONTEPEC 12,9,$260.00,08/01/2025,12:00:00,35728428
IMDM27113039..,HH 134,08/01/2025,10:48:34,LEON,LEON 3,5,$388.00,08/01/2025,12:00:00,35728428
IMDM27383507..,TR-212,08/01/2025,10:43:49,YOSTIRO,YOSTIRO 4,1,$90.00,08/01/2025,12:00:00,35728428
IMDM27291937..,HH156,08/01/2025,10:43:44,LAS VIGAS,LAS VIGAS 7,9,$621.00,08/01/2025,12:00:00,35728428
IMDM27383511..,TR34,08/01/2025,10:38:50,ZINAPECUARO,ZINAPECUARO 2,9,$535.00,08/01/2025,12:00:00,35728428
IMDM30057677..,HH 245,08/01/2025,10:37:46,JALOSTOTITLAN,JALOSTOTITLAN 5,5,$474.00,08/01/2025,12:00:00,35728428
IMDM24319640..,HC 15 NISSAN ,08/01/2025,10:37:32,SIERVO DE LA NACIÓN,C.E.M.-A DEL MAZO,1,$46.00,08/01/2025,12:00:00,35728428
IMDM27383470..,TR199,08/01/2025,10:35:59,PALMILLAS,PALMILLAS 2,9,$605.00,08/01/2025,12:00:00,35728428
IMDM27113082..,HH 125,08/01/2025,10:35:18,LAS VIGAS,LAS VIGAS 7,5,$316.00,08/01/2025,12:00:00,35728428
IMDM27383506..,HH207,08/01/2025,10:34:48,APODACA,APODACA 2,5,$202.00,08/01/2025,12:00:00,35726797
IMDM24319640..,HC 15 NISSAN ,08/01/2025,10:33:37,CTO. EXT. MEXIQUENSE,HANK GONZALEZ,1,$20.00,08/01/2025,12:00:00,35728428
IMDM27492846..,HH158,08/01/2025,10:32:54,ECATEPEC VIAPASS,ECATEPEC-PIRAMIDES 4,1,$490.00,08/01/2025,12:00:00,35728428
IMDM27492846..,HH158,08/01/2025,10:32:32,CTO. EXT. MEXIQUENSE,A4 PACHUCA VÍA 532,1,$54.00,08/01/2025,12:00:00,35728428
IMDM27291929..,HH208,08/01/2025,10:31:33,TLALPAN,TLALPAN 16,5,$427.00,08/01/2025,12:00:00,35728428
IMDM30057668..,HH-251,08/01/2025,10:31:15,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$420.00,08/01/2025,12:00:00,35728428
IMDM27291896..,HH27,08/01/2025,10:29:17,CTO. EXT. MEXIQUENSE,CONMEX,1,$298.00,08/01/2025,12:00:00,35728428
IMDM30057664..,HH-252,08/01/2025,10:29:03,PALMILLAS BIS,PALMILLAS BIS 14,5,$416.00,08/01/2025,12:00:00,35728428
IMDM27291914..,TR173,08/01/2025,10:25:53,ACATLAN II,ACATLAN II 15,9,$356.00,08/01/2025,12:00:00,35728428
IMDM27492846..,HH158,08/01/2025,10:23:46,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$420.00,08/01/2025,12:00:00,35728428
IMDM24319640..,HC 15 NISSAN ,08/01/2025,10:22:38,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$109.00,08/01/2025,12:00:00,35728428
IMDM30057668..,HH-251,08/01/2025,10:21:27,CTO. EXT. MEXIQUENSE,CONMEX,1,$298.00,08/01/2025,12:00:00,35728428
IMDM30057654..,HH-259,08/01/2025,10:18:50,LAS CHOAPAS,LAS CHOAPAS 4,5,$228.00,08/01/2025,12:00:00,35728428
IMDM27383482..,HH-265,08/01/2025,10:17:42,LEON,LEON 1,5,$388.00,08/01/2025,12:00:00,35728428
IMDM21628786..,HC 13 PROVI   ,08/01/2025,10:15:11,PALMILLAS,PALMILLAS 2,1,$102.00,08/01/2025,12:00:00,35728428
IMDM27291903..,TR 184,08/01/2025,10:12:17,SAN MARCOS,SAN MARCOS 2,6,$812.00,08/01/2025,12:00:00,35728428
IMDM27492846..,HH158,08/01/2025,10:12:07,CTO. EXT. MEXIQUENSE,T5 TULTITLAN,1,$154.00,08/01/2025,12:00:00,35728428
IMDM30057666..,HH-250,08/01/2025,10:11:23,COSAMALOAPAN,COSAMALOAPAN 6,5,$483.00,08/01/2025,12:00:00,35728428
IMDM30057673..,HH-249,08/01/2025,10:10:33,CHAPALA,CHAPALA 11,5,$190.00,08/01/2025,12:00:00,35728428
IMDM27058341..,TR127,08/01/2025,10:10:11,CHAPALA,CHAPALA 11,5,$190.00,08/01/2025,12:00:00,35728428
IMDM24206642..,91,08/01/2025,10:08:25,ECATEPEC VIAPASS,Ecatepec-Piramides,1,$490.00,08/01/2025,12:00:00,35728428
IMDM24206642..,91,08/01/2025,10:07:18,CTO. EXT. MEXIQUENSE,A4 PACHUCA VÍA 532,1,$54.00,08/01/2025,12:00:00,35728428
IMDM30057665..,HH-253,08/01/2025,10:03:48,QUERETARO ARCO NORTE,QUERETARO IDEAL 19,5,$330.00,10/01/2025,12:00:00,35782125
IMDM24319640..,HC 15 NISSAN ,08/01/2025,10:02:32,CTO. EXT. MEXIQUENSE,JOROBAS,1,$155.00,08/01/2025,12:00:00,35728428
IMDM24206642..,91,08/01/2025,09:57:40,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$420.00,08/01/2025,12:00:00,35728428
IMDM27058343..,HH 129,08/01/2025,09:54:50,APODACA,APODACA 1,5,$202.00,08/01/2025,12:00:00,35726797
IMDM30057662..,HH261,08/01/2025,09:54:13,APODACA,APODACA 3,5,$202.00,08/01/2025,12:00:00,35726797
IMDM30057677..,HH 245,08/01/2025,09:53:55,TEPATITLAN,TEPATITLAN 7,5,$602.00,08/01/2025,12:00:00,35728428
IMDM30057651..,HH-269,08/01/2025,09:53:47,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$172.00,08/01/2025,12:00:00,35728428
IMDM27291896..,HH27,08/01/2025,09:53:03,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$420.00,08/01/2025,12:00:00,35728428
IMDM27291914..,TR173,08/01/2025,09:52:48,SAYULA,SAYULA 14,9,$270.00,08/01/2025,12:00:00,35728428
IMDM27113045..,TR148,08/01/2025,09:51:58,LEON,LEON 5,9,$461.00,08/01/2025,12:00:00,35728428
IMDM24206642..,91,08/01/2025,09:48:53,CTO. EXT. MEXIQUENSE,T5 TULTITLAN,1,$154.00,08/01/2025,12:00:00,35728428
IMDM30057682..,HH239,08/01/2025,09:48:12,APODACA,APODACA 13,5,$202.00,08/01/2025,12:00:00,35726797
IMDM27383489..,TR 237,08/01/2025,09:46:32,JALOSTOTITLAN,JALOSTOTITLAN 6,9,$633.00,08/01/2025,12:00:00,35728428
IMDM27291933..,TR196,08/01/2025,09:46:14,ACATLAN II,ACATLAN II 15,9,$356.00,08/01/2025,12:00:00,35728428
IMDM24206642..,91,08/01/2025,09:45:05,SAN MIGUEL,SAN MIGUEL 34,1,$728.00,08/01/2025,12:00:00,35728428
IMDM27291896..,HH27,08/01/2025,09:42:36,CTO. EXT. MEXIQUENSE,A33 VMI - A36 VMII,1,$62.00,08/01/2025,12:00:00,35728428
IMDM27492854..,TR287,08/01/2025,09:40:06,APODACA,APODACA 1,5,$202.00,08/01/2025,12:00:00,35726797
IMDM27383482..,HH-265,08/01/2025,09:36:53,ENCARNACION DE DIAZ,ENCARNACION DIAZ 1,5,$394.00,08/01/2025,12:00:00,35728428
IMDM27383472..,TR201,08/01/2025,09:23:52,SAYULA,SAYULA 1,4,$125.00,08/01/2025,12:00:00,35728428
IMDM27492852..,HH276,08/01/2025,09:21:47,APODACA,APODACA 1,5,$202.00,08/01/2025,12:00:00,35726797
IMDM27291896..,HH27,08/01/2025,09:21:29,CTO. EXT. MEXIQUENSE,A34  - A36,1,$54.00,08/01/2025,12:00:00,35728428
IMDM27113045..,TR148,08/01/2025,09:21:27,PUERTO INTERIOR,PUERTO INTERIOR 7,7,$355.00,08/01/2025,12:00:00,35728428
IMDM27113037..,103,08/01/2025,09:20:42,MARQUESA VIAPASS,Contadero-Toluca,1,$210.00,08/01/2025,12:00:00,35728428
IMDM27383511..,TR34,08/01/2025,09:17:58,PANINDICUARO,PANINDICUARO 2,9,$734.00,08/01/2025,12:00:00,35728428
IMDM27291896..,HH27,08/01/2025,09:17:19,SAN MIGUEL,SAN MIGUEL 34,1,$92.00,08/01/2025,12:00:00,35728428
IMDM30057651..,HH-269,08/01/2025,09:17:18,AMOZOC-PEROTE,T3-CANTONA,1,$365.00,08/01/2025,12:00:00,35728428
IMDM27113037..,103,08/01/2025,09:16:44,LA VENTA,LA VENTA 2,9,$1152.00,08/01/2025,12:00:00,35728428
IMDM24206642..,91,08/01/2025,09:16:01,MARQUESA VIAPASS,Toluca-La Venta,1,$157.00,08/01/2025,12:00:00,35728428
IMDM27492875..,TR021,08/01/2025,09:15:38,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$78.00,08/01/2025,12:00:00,35728428
IMDM30057674..,HH-248,08/01/2025,09:15:19,AMOZOC-PEROTE,T2-CUAPIAXTLA,1,$78.00,08/01/2025,12:00:00,35728428
IMDM30057677..,HH 245,08/01/2025,09:10:46,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 3,5,$166.00,08/01/2025,12:00:00,35728428
IMDM27383489..,TR 237,08/01/2025,09:08:23,TEPATITLAN,TEPATITLAN 6,9,$761.00,08/01/2025,12:00:00,35728428
IMDM27058343..,HH 129,08/01/2025,09:07:07,LINCOLN,LINCOLN 4,5,$548.00,08/01/2025,12:00:00,35726797
IMDM27113047..,TR145,08/01/2025,09:06:32,JALOSTOTITLAN,JALOSTOTITLAN 4,9,$633.00,08/01/2025,12:00:00,35728428
IMDM27113039..,HH 134,08/01/2025,09:04:38,JALOSTOTITLAN,JALOSTOTITLAN 6,5,$474.00,08/01/2025,12:00:00,35728428
IMDM27291933..,TR196,08/01/2025,09:03:24,SAYULA,SAYULA 15,9,$270.00,08/01/2025,12:00:00,35728428
IMDM30057668..,HH-251,08/01/2025,09:03:16,TLALPAN,TLALPAN 6,5,$427.00,08/01/2025,12:00:00,35728428
IMDM27113041..,TR026,08/01/2025,08:59:21,MENDOZA,MENDOZA 3,5,$175.00,08/01/2025,12:00:00,35728428
IMDM22392717..,51,08/01/2025,08:57:55,LIB. MATEHUALA,LIB. MATEHUALA 7,2,$64.00,08/01/2025,12:00:00,35728428
IMDM27058343..,HH 129,08/01/2025,08:54:35,PERIFERICO,PERIFERICO 4 BIS,5,$308.00,08/01/2025,12:00:00,35728428
IMDM27291914..,TR173,08/01/2025,08:51:02,SAN MARCOS II,SAN MARCOS II 13,9,$625.00,08/01/2025,12:00:00,35728428
IMDM27058332..,108,08/01/2025,08:49:54,PALMILLAS,PALMILLAS 4,9,$605.00,08/01/2025,12:00:00,35728428
IMDM24319642..,HH41,08/01/2025,08:49:32,VENTURA - EL PEYOTE,VENTURA - PEYOTE 1,5,$296.00,08/01/2025,12:00:00,35728428
IMDM30057666..,HH-250,08/01/2025,08:49:06,PASO DEL TORO,PASO DEL TORO 2,5,$210.00,08/01/2025,12:00:00,35728428
IMDM27383472..,TR201,08/01/2025,08:49:02,ACATLAN II,ACATLAN II 1,5,$269.00,08/01/2025,12:00:00,35728428
IMDM30057651..,HH-269,08/01/2025,08:48:49,LAS VIGAS,LAS VIGAS 7,5,$316.00,08/01/2025,12:00:00,35728428
IMDM22392735.., ,08/01/2025,08:48:20,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 6,2,$275.00,08/01/2025,12:00:00,35728428
IMDM30057664..,HH-252,08/01/2025,08:48:11,QUERETARO ARCO NORTE,QUERETARO IDEAL 16,5,$1025.00,08/01/2025,12:00:00,35728428
IMDM27113041..,TR026,08/01/2025,08:47:39,CERRO GORDO,CERRO GORDO 12,5,$200.00,08/01/2025,12:00:00,35728428
IMDM27058332..,108,08/01/2025,08:44:26,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,9,$897.00,08/01/2025,12:00:00,35728428
IMDM27291903..,TR 184,08/01/2025,08:42:32,S.MARTIN PUE.,S.MARTIN PUE. 14,6,$316.00,08/01/2025,12:00:00,35728428
IMDM24319640..,HC 15 NISSAN ,08/01/2025,08:40:55,PALMILLAS,PALMILLAS 2,1,$102.00,08/01/2025,12:00:00,35728428
IMDM27291904..,TR 183,08/01/2025,08:38:46,CHICHIMECO,CHICHIMECO 12,1,$232.00,08/01/2025,12:00:00,35728428
IMDM27492875..,TR021,08/01/2025,08:36:44,AMOZOC-PEROTE,T1-AMOZOC,1,$221.00,08/01/2025,12:00:00,35728428
IMDM30057674..,HH-248,08/01/2025,08:36:36,AMOZOC-PEROTE,T1-AMOZOC,1,$221.00,08/01/2025,12:00:00,35728428
IMDM27383511..,TR34,08/01/2025,08:34:58,ECUANDUREO,ECUANDUREO 3,9,$394.00,08/01/2025,12:00:00,35728428
IMDM27492875..,TR021,08/01/2025,08:31:53,AMOZOC,AMOZOC 3,5,$310.00,08/01/2025,12:00:00,35728428
IMDM30057674..,HH-248,08/01/2025,08:31:25,AMOZOC,AMOZOC 3,5,$310.00,08/01/2025,12:00:00,35728428
IMDM27113047..,TR145,08/01/2025,08:30:55,TEPATITLAN,TEPATITLAN 7,9,$761.00,08/01/2025,12:00:00,35728428
IMDM27492881..,HH277,08/01/2025,08:30:41,CHICHIMECO,CHICHIMECO 13,1,$232.00,08/01/2025,12:00:00,35728428
IMDM30057639..,HH 228,08/01/2025,08:30:37,SANCTORUM,SANCTURUM 1,5,$1025.00,08/01/2025,12:00:00,35728428
IMDM27291921..,HH177,08/01/2025,08:28:21,LEON,LAS JOYAS 7,9,$176.00,08/01/2025,12:00:00,35728428
IMDM30057661..,HH261,08/01/2025,08:28:10,PALMILLAS BIS,PALMILLAS BIS 3,5,$416.00,08/01/2025,12:00:00,35728428
IMDM27383517..,HH65,08/01/2025,08:26:48,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 6,5,$394.00,08/01/2025,12:00:00,35728428
IMDM27291903..,TR 184,08/01/2025,08:26:09,LIB. PUEBLA,CUAUHTEMOC-PERIF,1,$329.00,08/01/2025,12:00:00,35728428
IMDM30057666..,HH-250,08/01/2025,08:25:26,LA ANTIGUA,LA ANTIGUA 08,1,$286.00,08/01/2025,12:00:00,35728428
IMDM27113039..,HH 134,08/01/2025,08:25:08,TEPATITLAN,TEPATITLAN 7,4,$347.00,08/01/2025,12:00:00,35728428
IMDM24319644..,HH43,08/01/2025,08:24:51,TEPATITLAN,TEPATITLAN 2,5,$602.00,08/01/2025,12:00:00,35728428
IMDM30057661..,HH261,08/01/2025,08:24:45,ATLACOMULCO-LIB QRO,APASEO GDE-PALMILLAS,5,$601.00,08/01/2025,12:00:00,35728428
IMDM27113063..,TR136,08/01/2025,08:24:40,TEPATITLAN,TEPATITLAN 2,5,$602.00,08/01/2025,12:00:00,35728428
IMDM27383489..,TR 237,08/01/2025,08:22:40,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 2,9,$180.00,08/01/2025,12:00:00,35728428
IMDM27058337..,38,08/01/2025,08:16:53,JALOSTOTITLAN,JALOSTOTITLAN 6,9,$633.00,08/01/2025,12:00:00,35728428
IMDM24319642..,HH41,08/01/2025,08:16:27,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 9,5,$271.00,08/01/2025,12:00:00,35728428
IMDM30057642..,HH225,08/01/2025,08:14:04,LIB. SUR PTE. QRO,LIB SUR PTE QRO 4,5,$326.00,08/01/2025,12:00:00,35728428
IMDM27113055..,TR-162,08/01/2025,08:12:39,ZINAPECUARO,ZINAPECUARO 1,9,$535.00,08/01/2025,12:00:00,35728428
IMDM27113037..,103,08/01/2025,08:11:02,CTO. EXT. MEXIQUENSE,T5 TULTITLAN,1,$226.00,08/01/2025,12:00:00,35728428
IMDM27291929..,HH208,08/01/2025,08:10:33,TEPOTZOTLAN,TEPOTZOTLAN 18,5,$444.00,08/01/2025,12:00:00,35728428
IMDM27113054..,TR168,08/01/2025,08:09:26,ENCARNACION DE DIAZ,ENCARNACIÓN DIAZ 7,5,$394.00,08/01/2025,12:00:00,35728428
IMDM27113041..,TR026,08/01/2025,08:06:08,APASEO EL GRANDE,PALMILLAS-APASEO GDE,5,$601.00,08/01/2025,12:00:00,35728428
IMDM27291903..,TR 184,08/01/2025,08:05:02,AMOZOC,AMOZOC 4,6,$414.00,08/01/2025,12:00:00,35728428
IMDM27113082..,HH 125,08/01/2025,08:03:49,MIRADORES,MIRADORES 10,5,$451.00,08/01/2025,12:00:00,35728428
IMDM27113044..,HH110,08/01/2025,08:03:43,ARMERIA VIAPASS,Armeria-Manzanillo,1,$631.00,08/01/2025,12:00:00,35728428
IMDM22392735.., ,08/01/2025,08:03:42,LEON,LEON 5,2,$275.00,08/01/2025,12:00:00,35728428
IMDM30057651..,HH-269,08/01/2025,08:01:27,MIRADORES,MIRADORES 10,5,$451.00,08/01/2025,12:00:00,35728428
IMDM27383489..,TR 237,08/01/2025,08:00:15,CHAPALA,CHAPALA 2,9,$230.00,08/01/2025,12:00:00,35728428
IMDM24319642..,HH41,08/01/2025,07:59:41,WTC II,WTC-SLP,5,$66.00,08/01/2025,12:00:00,35728428
IMDM27291921..,HH177,08/01/2025,07:57:29,PUERTO INTERIOR,PUERTO INTERIOR 10,9,$355.00,08/01/2025,12:00:00,35728428
IMDM27113079..,HH 135,08/01/2025,07:57:01,LEON,LEON 6,9,$461.00,08/01/2025,12:00:00,35728428
IMDM30057666..,HH-250,08/01/2025,07:56:45,PLAN DE RIO,PLAN DEL RÍO 01,1,$221.00,08/01/2025,12:00:00,35728428
IMDM27113070..,HH161,08/01/2025,07:56,PASO DEL TORO,PASO DEL TORO 6,5,$248.00,08/01/2025,12:00:00,35728428
IMDM27113037..,103,08/01/2025,07:54:41,CTO. EXT. MEXIQUENSE,TULTEPEC,1,$618.00,08/01/2025,12:00:00,35728428
IMDM27113063..,TR136,08/01/2025,07:50:47,JALOSTOTITLAN,JALOSTOTITLAN 3,5,$474.00,08/01/2025,12:00:00,35728428
IMDM24319644..,HH43,08/01/2025,07:50:27,JALOSTOTITLAN,JALOSTOTITLAN 3,5,$474.00,08/01/2025,12:00:00,35728428
IMDM27113039..,HH 134,08/01/2025,07:49:42,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 3,4,$107.00,08/01/2025,12:00:00,35728428
IMDM27383511..,TR34,08/01/2025,07:49:38,OCOTLAN,OCOTLAN 1,9,$792.00,08/01/2025,12:00:00,35728428
IMDM27113082..,HH 125,08/01/2025,07:45:32,PLAN DE RIO,PLAN DE RIO 8,1,$221.00,08/01/2025,12:00:00,35728428
IMDM27113047..,TR145,08/01/2025,07:45:14,LIB. SUR DE GUAD.,LIB. SUR DE GUAD. 3,9,$180.00,08/01/2025,12:00:00,35728428
IMDM30057651..,HH-269,08/01/2025,07:44:56,PLAN DE RIO,PLAN DE RIO 8,1,$221.00,08/01/2025,12:00:00,35728428
IMDM30057665..,HH-253,08/01/2025,07:44:27,S.MARTIN PUE.,S.MARTIN PUE. 14,5,$225.00,08/01/2025,12:00:00,35728428
IMDM30057653..,HH-257,08/01/2025,07:43:47,PALMILLAS,PALMILLAS 1,5,$416.00,08/01/2025,12:00:00,35728428
IMDM30057666..,HH-250,08/01/2025,07:43:37,MIRADORES,MIRADORES 15,5,$451.00,08/01/2025,12:00:00,35728428
IMDM22392735.., ,08/01/2025,07:43:14,PUERTO INTERIOR,PUERTO INTERIOR 8,5,$266.00,08/01/2025,12:00:00,35728428
IMDM27383488..,TR236,08/01/2025,07:41:53,TEPOTZOTLAN,TEPOTZOTLAN 19,9,$640.00,08/01/2025,12:00:00,35728428
IMDM27291933..,TR196,08/01/2025,07:41:24,SAN MARCOS II,SAN MARCOS II 13,9,$625.00,08/01/2025,12:00:00,35728428
IMDM27113037..,103,08/01/2025,07:39:23,ECATEPEC VIAPASS,Piramides-Ecatepec,1,$886.00,08/01/2025,12:00:00,35728428
IMDM27113079..,HH 135,08/01/2025,07:38:26,PUERTO INTERIOR,PUERTO INTERIOR 10,9,$355.00,08/01/2025,12:00:00,35728428
IMDM27492869..,279,08/01/2025,07:38:14,CTO. EXT. MEXIQUENSE,A34  - A36,1,$54.00,08/01/2025,12:00:00,35728428
IMDM30057670..,TR-238,08/01/2025,07:37:53,MARQUESA VIAPASS,Contadero-Toluca,1,$157.00,08/01/2025,12:00:00,35728428
IMDM30057642..,HH225,08/01/2025,07:35:27,CERRO GORDO,CERRO GORDO 25,5,$200.00,08/01/2025,12:00:00,35728428
IMDM27058337..,38,08/01/2025,07:33:30,TEPATITLAN,TEPATITLAN 7,9,$761.00,08/01/2025,12:00:00,35728428
IMDM30057687..,HH 229,08/01/2025,07:32:16,LIB. OTE. S.L.P.,LIB. OTE. S.L.P. 5A,5,$271.00,08/01/2025,12:00:00,35728428
